Company Code;G/L Account;G/L Account Name;Assignment Reference;Journal Entry;Journal Entry Type;JE Type Name;Posting Date;Amount in Company Code Currency;Clearing Journal Entry;Clearing Date;Profit Center;Profit Center Name;Partner Profit Center;Customer;Name of Customer;Journal Entry Item Text;Journal Entry Date;Jrnl Entry Creation Date in Server Time;Journal Entry Created By;Offsetting Account;Offsetting Acct Name;Fiscal Period;Name of Supplier;Supplier;Creation Time;Trading Partner;Functional Area;Functional Area Name;Cost Center;Cost Center Name;WBS Element;Purchasing Document;Order ID;Work Item ID;Reference Key 3
1711 (Delek Logistics Partners);65003200 (Repairs & Maint - Other);Repairs & Maint - Ot;4010100087;5000047924;WE (Goods Receipt);Goods Receipt;02/01/2026;36,12   USD;;;40101034 (DKL - DWM Permian);DKL - DWM Permian;;;;;02/01/2026;02/01/2026;SHIGHFIELD;21120000 (GR/IR);GR/IR;001;BADGER SERVICES LLC;172355 (BADGER SERVICES LLC);02/01/2026 09:01;;YB20 (OPEX IN COS);OPEX IN COS;4010100087 (DWM - Operating);DWM - Operating;;6000077090;;;
1710 (Delek US Holdings, Inc.);65100000 (Office Supplies);Office Supplies;2002000086;5000405455;WE (Goods Receipt);Goods Receipt;23/03/2026;36,99   USD;;;20022001 (EDR -Refinery (Lion));EDR -Refinery (Lion);;;;;23/03/2026;23/03/2026;AHARPER;21120000 (GR/IR);GR/IR;003;STAPLES CONTRACT & COMMERCIAL LLC STAPLES INC;101082 (STAPLES CONTRACT & COMMERCIAL LLC STAPLES INC);23/03/2026 10:44;;YB20 (OPEX IN COS);OPEX IN COS;2002000086 (MAINT -RELIABILITY);MAINT -RELIABILITY;;6300001640;;;
1710 (Delek US Holdings, Inc.);65100000 (Office Supplies);Office Supplies;2002000086;5000386601;WE (Goods Receipt);Goods Receipt;02/02/2026;37,36   USD;;;20022001 (EDR -Refinery (Lion));EDR -Refinery (Lion);;;;;02/02/2026;02/02/2026;AHARPER;21120000 (GR/IR);GR/IR;002;STAPLES CONTRACT & COMMERCIAL LLC STAPLES INC;101082 (STAPLES CONTRACT & COMMERCIAL LLC STAPLES INC);02/02/2026 10:12;;YB20 (OPEX IN COS);OPEX IN COS;2002000086 (MAINT -RELIABILITY);MAINT -RELIABILITY;;6300001540;;;
1710 (Delek US Holdings, Inc.);65100000 (Office Supplies);Office Supplies;2002000086;5000405961;WE (Goods Receipt);Goods Receipt;24/03/2026;37,48   USD;;;20022001 (EDR -Refinery (Lion));EDR -Refinery (Lion);;;;;24/03/2026;24/03/2026;AHARPER;21120000 (GR/IR);GR/IR;003;STAPLES CONTRACT & COMMERCIAL LLC STAPLES INC;101082 (STAPLES CONTRACT & COMMERCIAL LLC STAPLES INC);24/03/2026 08:45;;YB20 (OPEX IN COS);OPEX IN COS;2002000086 (MAINT -RELIABILITY);MAINT -RELIABILITY;;6300001644;;;
1711 (Delek Logistics Partners);65003200 (Repairs & Maint - Other);Repairs & Maint - Ot;4010100087;5100079778;RE (Invoice - Gross);Invoice - Gross;22/01/2026;37,56   USD;;;40101034 (DKL - DWM Permian);DKL - DWM Permian;;;;SERVICE AT VARIOUS SITES;05/01/2026;22/01/2026;SAP_WFRT;171784 (Foundation Energy Services, LLC);Foundation Energy Services, LLC;001;;;22/01/2026 14:35;;YB20 (OPEX IN COS);OPEX IN COS;4010100087 (DWM - Operating);DWM - Operating;;6000078364;;;202600003807460001
1710 (Delek US Holdings, Inc.);65100000 (Office Supplies);Office Supplies;2002000086;5000397705;WE (Goods Receipt);Goods Receipt;02/03/2026;37,59   USD;;;20022001 (EDR -Refinery (Lion));EDR -Refinery (Lion);;;;;02/03/2026;02/03/2026;AHARPER;21120000 (GR/IR);GR/IR;003;STAPLES CONTRACT & COMMERCIAL LLC STAPLES INC;101082 (STAPLES CONTRACT & COMMERCIAL LLC STAPLES INC);02/03/2026 14:13;;YB20 (OPEX IN COS);OPEX IN COS;2002000086 (MAINT -RELIABILITY);MAINT -RELIABILITY;;6300001540;;;
1711 (Delek Logistics Partners);65003200 (Repairs & Maint - Other);Repairs & Maint - Ot;4010100087;5100079986;RE (Invoice - Gross);Invoice - Gross;26/01/2026;37,59   USD;;;40101034 (DKL - DWM Permian);DKL - DWM Permian;;;;BLANKET-J J ROUSTABOUT-REMAINDER OF YEAR;06/01/2026;26/01/2026;SAP_WFRT;172258 (J&J ROUSTABOUT & BACKHOE SERVICE LL);J&J ROUSTABOUT & BACKHOE SERVICE LL;001;;;26/01/2026 07:50;;YB20 (OPEX IN COS);OPEX IN COS;4010100087 (DWM - Operating);DWM - Operating;;6000067222;;;202600003810860001
1711 (Delek Logistics Partners);65003200 (Repairs & Maint - Other);Repairs & Maint - Ot;4010100087;5100079987;RE (Invoice - Gross);Invoice - Gross;26/01/2026;37,59   USD;;;40101034 (DKL - DWM Permian);DKL - DWM Permian;;;;BLANKET-J J ROUSTABOUT-REMAINDER OF YEAR;06/01/2026;26/01/2026;SAP_WFRT;172258 (J&J ROUSTABOUT & BACKHOE SERVICE LL);J&J ROUSTABOUT & BACKHOE SERVICE LL;001;;;26/01/2026 07:50;;YB20 (OPEX IN COS);OPEX IN COS;4010100087 (DWM - Operating);DWM - Operating;;6000067222;;;202600003810860001
1711 (Delek Logistics Partners);65003200 (Repairs & Maint - Other);Repairs & Maint - Ot;4010100087;5100080032;RE (Invoice - Gross);Invoice - Gross;26/01/2026;37,59   USD;;;40101034 (DKL - DWM Permian);DKL - DWM Permian;;;;BLANKET-J J ROUSTABOUT-REMAINDER OF YEAR;06/01/2026;26/01/2026;DELEK_BATCH;172258 (J&J ROUSTABOUT & BACKHOE SERVICE LL);J&J ROUSTABOUT & BACKHOE SERVICE LL;001;;;26/01/2026 08:01;;YB20 (OPEX IN COS);OPEX IN COS;4010100087 (DWM - Operating);DWM - Operating;;6000067222;;;202600003810860001
1711 (Delek Logistics Partners);65301300 (Contract Services - Outside Services);CS - Outside Service;26-29006;5100084319;RE (Invoice - Gross);Invoice - Gross;16/03/2026;38,61   USD;;;40101034 (DKL - DWM Permian);DKL - DWM Permian;;;;VARIOUS/CONTRACT SERVICES;28/02/2026;16/03/2026;DELEK_BATCH;172258 (J&J ROUSTABOUT & BACKHOE SERVICE LL);J&J ROUSTABOUT & BACKHOE SERVICE LL;003;;;16/03/2026 13:00;;YB20 (OPEX IN COS);OPEX IN COS;4010100087 (DWM - Operating);DWM - Operating;;6000081912;;;202600003969410001
1711 (Delek Logistics Partners);65240000 (Supplies - Operating);Supplies - Operating;4010100087;5000049736;WE (Goods Receipt);Goods Receipt;11/02/2026;38,74   USD;;;40101034 (DKL - DWM Permian);DKL - DWM Permian;;;;;11/02/2026;11/02/2026;RWITTWER;21120000 (GR/IR);GR/IR;002;JET SPECIALTY INC JET SPECIALTY INC;170749 (JET SPECIALTY INC JET SPECIALTY INC);11/02/2026 12:53;;YB20 (OPEX IN COS);OPEX IN COS;4010100087 (DWM - Operating);DWM - Operating;;6000080403;;;
1711 (Delek Logistics Partners);65301300 (Contract Services - Outside Services);CS - Outside Service;SD26-222;5100079928;RE (Invoice - Gross);Invoice - Gross;23/01/2026;38,98   USD;;;40101034 (DKL - DWM Permian);DKL - DWM Permian;;;;SD26-222;01/01/2026;23/01/2026;SAP_WFRT;172231 (SitePro, Inc.);SitePro, Inc.;001;;;23/01/2026 16:30;;YB20 (OPEX IN COS);OPEX IN COS;4010100087 (DWM - Operating);DWM - Operating;;6000067401;;;202600003751980001
1711 (Delek Logistics Partners);65003200 (Repairs & Maint - Other);Repairs & Maint - Ot;4010100087;5000047924;WE (Goods Receipt);Goods Receipt;02/01/2026;40,00   USD;;;40101034 (DKL - DWM Permian);DKL - DWM Permian;;;;;02/01/2026;02/01/2026;SHIGHFIELD;21120000 (GR/IR);GR/IR;001;BADGER SERVICES LLC;172355 (BADGER SERVICES LLC);02/01/2026 09:01;;YB20 (OPEX IN COS);OPEX IN COS;4010100087 (DWM - Operating);DWM - Operating;;6000077090;;;
1710 (Delek US Holdings, Inc.);65000600 (Materials - Internal);Materials - Internal;2002000086;4930082841;WA (Goods Issue);Goods Issue;06/02/2026;40,04   USD;;;20022001 (EDR -Refinery (Lion));EDR -Refinery (Lion);20022001 (EDR -Refinery (Lion));;;Deliver to Inspections1;06/02/2026;06/02/2026;JWALKER;13200300 (Inventory - Warehous);Inventory - Warehous;002;;;06/02/2026 14:16;;YB20 (OPEX IN COS);OPEX IN COS;2002000086 (MAINT -RELIABILITY);MAINT -RELIABILITY;;;;;
1711 (Delek Logistics Partners);61408000 (Protective Clothing & Safety);Protective Clothing;4010100087;5100082343;RE (Invoice - Gross);Invoice - Gross;20/02/2026;40,39   USD;;;40101034 (DKL - DWM Permian);DKL - DWM Permian;;;;P2 FR ALLOWANCE JAN-JUNE 2026;12/02/2026;20/02/2026;DELEK_BATCH;147699 (TYNDALE ENTERPRISES INC);TYNDALE ENTERPRISES INC;002;;;20/02/2026 08:00;;YB20 (OPEX IN COS);OPEX IN COS;4010100087 (DWM - Operating);DWM - Operating;;6000080089;;;202600003897320001
1711 (Delek Logistics Partners);65005300 (Maintenance - Preventative);Maintenance - Preven;4010100087;5100080654;RE (Invoice - Gross);Invoice - Gross;02/02/2026;40,66   USD;;;40101034 (DKL - DWM Permian);DKL - DWM Permian;;;;DYED DIESEL;23/01/2026;02/02/2026;SAP_WFRT;144138 (PARKS FUELS LTD);PARKS FUELS LTD;002;;;02/02/2026 11:40;;YB20 (OPEX IN COS);OPEX IN COS;4010100087 (DWM - Operating);DWM - Operating;;6000075309;;;202600003813230001
1710 (Delek US Holdings, Inc.);65100000 (Office Supplies);Office Supplies;2002000086;5000377555;WE (Goods Receipt);Goods Receipt;07/01/2026;40,69   USD;;;20022001 (EDR -Refinery (Lion));EDR -Refinery (Lion);;;;;07/01/2026;07/01/2026;LWILLIAMS;21120000 (GR/IR);GR/IR;001;STAPLES CONTRACT & COMMERCIAL LLC STAPLES INC;101082 (STAPLES CONTRACT & COMMERCIAL LLC STAPLES INC);07/01/2026 08:19;;YB20 (OPEX IN COS);OPEX IN COS;2002000086 (MAINT -RELIABILITY);MAINT -RELIABILITY;;6300001482;;;
1710 (Delek US Holdings, Inc.);65000600 (Materials - Internal);Materials - Internal;wo40022282;1040005665;RC (Reclass Document);Reclass Document;31/03/2026;40,81   USD;;;20022001 (EDR -Refinery (Lion));EDR -Refinery (Lion);;;;Warehouse Materials;02/04/2026;02/04/2026;JBRANDON;61002000 (3rd party material);3rd party material;003;;;02/04/2026 11:03;;YB20 (OPEX IN COS);OPEX IN COS;2002000086 (MAINT -RELIABILITY);MAINT -RELIABILITY;EDSEP2024001;;;;
1711 (Delek Logistics Partners);65003200 (Repairs & Maint - Other);Repairs & Maint - Ot;4010100087;5100079905;RE (Invoice - Gross);Invoice - Gross;23/01/2026;40,90   USD;;;40101034 (DKL - DWM Permian);DKL - DWM Permian;;;;Milestone Environmental-WATER OFF TAKE;08/12/2025;23/01/2026;SAP_WFRT;171740 (Milestone Environmental Services LL);Milestone Environmental Services LL;001;;;23/01/2026 15:45;;YB20 (OPEX IN COS);OPEX IN COS;4010100087 (DWM - Operating);DWM - Operating;;6000068088;;;202600003809430001
1710 (Delek US Holdings, Inc.);65100000 (Office Supplies);Office Supplies;2002000086;5000387587;WE (Goods Receipt);Goods Receipt;04/02/2026;40,99   USD;;;20022001 (EDR -Refinery (Lion));EDR -Refinery (Lion);;;;;04/02/2026;04/02/2026;LWILLIAMS;21120000 (GR/IR);GR/IR;002;STAPLES CONTRACT & COMMERCIAL LLC STAPLES INC;101082 (STAPLES CONTRACT & COMMERCIAL LLC STAPLES INC);04/02/2026 08:38;;YB20 (OPEX IN COS);OPEX IN COS;2002000086 (MAINT -RELIABILITY);MAINT -RELIABILITY;;6300001540;;;
1710 (Delek US Holdings, Inc.);65100000 (Office Supplies);Office Supplies;2002000086;4930085943;WA (Goods Issue);Goods Issue;16/03/2026;41,02   USD;;;20022001 (EDR -Refinery (Lion));EDR -Refinery (Lion);20022001 (EDR -Refinery (Lion));;;Deliver to Inspections1;16/03/2026;16/03/2026;AHARPER;13200300 (Inventory - Warehous);Inventory - Warehous;003;;;16/03/2026 08:29;;YB20 (OPEX IN COS);OPEX IN COS;2002000086 (MAINT -RELIABILITY);MAINT -RELIABILITY;;;;;
1711 (Delek Logistics Partners);65000500 (Non Production - Material Consumption);Non Prod Mat Consptn;4010100087;5100085319;RE (Invoice - Gross);Invoice - Gross;30/03/2026;41,64   USD;;;40101034 (DKL - DWM Permian);DKL - DWM Permian;;;;DYED DIESEL;16/03/2026;30/03/2026;SAP_WFRT;144138 (PARKS FUELS LTD);PARKS FUELS LTD;003;;;30/03/2026 07:55;;YB20 (OPEX IN COS);OPEX IN COS;4010100087 (DWM - Operating);DWM - Operating;;6000082071;;;202600004005540001
1711 (Delek Logistics Partners);65003200 (Repairs & Maint - Other);Repairs & Maint - Ot;4010100087;5100081037;RE (Invoice - Gross);Invoice - Gross;05/02/2026;41,88   USD;;;40101034 (DKL - DWM Permian);DKL - DWM Permian;;;;BLANKET-J J ROUSTABOUT-REMAINDER OF YEAR;04/02/2026;05/02/2026;DELEK_BATCH;172258 (J&J ROUSTABOUT & BACKHOE SERVICE LL);J&J ROUSTABOUT & BACKHOE SERVICE LL;002;;;05/02/2026 10:00;;YB20 (OPEX IN COS);OPEX IN COS;4010100087 (DWM - Operating);DWM - Operating;;6000067222;;;202600003849010001
1711 (Delek Logistics Partners);65301300 (Contract Services - Outside Services);CS - Outside Service;;2300049723;CO (Secondary Cost);Secondary Cost;31/03/2026;42,90   USD;;;40101034 (DKL - DWM Permian);DKL - DWM Permian;40101033 (DKL - H2O);;;CTR A000/4010100087;06/03/2026;06/03/2026;FIBATCH;65301300 (CS - Outside Service);CS - Outside Service;003;;;06/03/2026 20:17;;YB20 (OPEX IN COS);OPEX IN COS;4010100087 (DWM - Operating);DWM - Operating;;;;;
1711 (Delek Logistics Partners);63005200 (Short-Term Lease Expense);ST Lease Expense;P4/JIB Accrual;1020005163;AC (Accrual Document);Accrual Document;28/02/2026;43,33   USD;;;40101034 (DKL - DWM Permian);DKL - DWM Permian;;;;P4/JIB - Feb26 Accrual - Fairview;28/02/2026;27/02/2026;WMARSHALL;42001100 (Oth Water System Rev);Oth Water System Rev;002;;;27/02/2026 10:36;;YB20 (OPEX IN COS);OPEX IN COS;4010100087 (DWM - Operating);DWM - Operating;;;;;
1711 (Delek Logistics Partners);63005200 (Short-Term Lease Expense);ST Lease Expense;P4/JIB Accrual;1020005163;AC (Accrual Document);Accrual Document;28/02/2026;43,33   USD;;;40101034 (DKL - DWM Permian);DKL - DWM Permian;;;;P4/JIB - Feb26 Accrual - Iden;28/02/2026;27/02/2026;WMARSHALL;42001100 (Oth Water System Rev);Oth Water System Rev;002;;;27/02/2026 10:36;;YB20 (OPEX IN COS);OPEX IN COS;4010100087 (DWM - Operating);DWM - Operating;;;;;
1711 (Delek Logistics Partners);65301300 (Contract Services - Outside Services);CS - Outside Service;26-28996;5100084308;RE (Invoice - Gross);Invoice - Gross;16/03/2026;43,42   USD;;;40101034 (DKL - DWM Permian);DKL - DWM Permian;;;;VARIOUS/CONTRACT SERVICES;28/02/2026;16/03/2026;SAP_WFRT;172258 (J&J ROUSTABOUT & BACKHOE SERVICE LL);J&J ROUSTABOUT & BACKHOE SERVICE LL;003;;;16/03/2026 12:50;;YB20 (OPEX IN COS);OPEX IN COS;4010100087 (DWM - Operating);DWM - Operating;;6000081912;;;202600003969410001
1711 (Delek Logistics Partners);65301300 (Contract Services - Outside Services);CS - Outside Service;26-29002;5100084309;RE (Invoice - Gross);Invoice - Gross;16/03/2026;43,42   USD;;;40101034 (DKL - DWM Permian);DKL - DWM Permian;;;;VARIOUS/CONTRACT SERVICES;28/02/2026;16/03/2026;SAP_WFRT;172258 (J&J ROUSTABOUT & BACKHOE SERVICE LL);J&J ROUSTABOUT & BACKHOE SERVICE LL;003;;;16/03/2026 12:50;;YB20 (OPEX IN COS);OPEX IN COS;4010100087 (DWM - Operating);DWM - Operating;;6000081912;;;202600003969410001
1710 (Delek US Holdings, Inc.);65301300 (Contract Services - Outside Services);CS - Outside Service;wo40127089;1040005665;RC (Reclass Document);Reclass Document;31/03/2026;43,72   USD;;;20022001 (EDR -Refinery (Lion));EDR -Refinery (Lion);;;;Warehouse Materials;02/04/2026;02/04/2026;JBRANDON;61002000 (3rd party material);3rd party material;003;;;02/04/2026 11:03;;YB20 (OPEX IN COS);OPEX IN COS;2002000086 (MAINT -RELIABILITY);MAINT -RELIABILITY;EDSEP2024001;;;;
1710 (Delek US Holdings, Inc.);65000600 (Materials - Internal);Materials - Internal;;2300379579;CO (Secondary Cost);Secondary Cost;31/03/2026;43,72   USD;;;20022001 (EDR -Refinery (Lion));EDR -Refinery (Lion);20022001 (EDR -Refinery (Lion));;;CTR A000/2002000086;26/03/2026;26/03/2026;FIBATCH;65000600 (Materials - Internal);Materials - Internal;003;;;26/03/2026 20:00;;YB20 (OPEX IN COS);OPEX IN COS;2002000086 (MAINT -RELIABILITY);MAINT -RELIABILITY;EDSEP2024001;;;;
1711 (Delek Logistics Partners);65301300 (Contract Services - Outside Services);CS - Outside Service;;2300050314;CO (Secondary Cost);Secondary Cost;31/03/2026;43,90   USD;;;40101034 (DKL - DWM Permian);DKL - DWM Permian;40101033 (DKL - H2O);;;CTR A000/4010100087;13/03/2026;13/03/2026;FIBATCH;65301300 (CS - Outside Service);CS - Outside Service;003;;;13/03/2026 20:16;;YB20 (OPEX IN COS);OPEX IN COS;4010100087 (DWM - Operating);DWM - Operating;;;;;
1711 (Delek Logistics Partners);65000600 (Materials - Internal);Materials - Internal;4010100087;5000050315;WE (Goods Receipt);Goods Receipt;20/02/2026;44,01   USD;;;40101034 (DKL - DWM Permian);DKL - DWM Permian;;;;;20/02/2026;20/02/2026;RWITTWER;21120000 (GR/IR);GR/IR;002;SOUTHWEST TOOL;139877 (SOUTHWEST TOOL);20/02/2026 08:21;;YB20 (OPEX IN COS);OPEX IN COS;4010100087 (DWM - Operating);DWM - Operating;;6000081294;;;
1710 (Delek US Holdings, Inc.);65100000 (Office Supplies);Office Supplies;2002000086;5000387587;WE (Goods Receipt);Goods Receipt;04/02/2026;44,19   USD;;;20022001 (EDR -Refinery (Lion));EDR -Refinery (Lion);;;;;04/02/2026;04/02/2026;LWILLIAMS;21120000 (GR/IR);GR/IR;002;STAPLES CONTRACT & COMMERCIAL LLC STAPLES INC;101082 (STAPLES CONTRACT & COMMERCIAL LLC STAPLES INC);04/02/2026 08:38;;YB20 (OPEX IN COS);OPEX IN COS;2002000086 (MAINT -RELIABILITY);MAINT -RELIABILITY;;6300001540;;;
1711 (Delek Logistics Partners);66000400 (Third Party Trucking Expense);Third Party Trucking;4010100087;5100078334;RE (Invoice - Gross);Invoice - Gross;05/01/2026;44,30   USD;;;40101034 (DKL - DWM Permian);DKL - DWM Permian;;;;Foundation-Trucking Services;15/12/2025;05/01/2026;SAP_WFRT;171784 (Foundation Energy Services, LLC);Foundation Energy Services, LLC;001;;;05/01/2026 17:15;;YB20 (OPEX IN COS);OPEX IN COS;4010100087 (DWM - Operating);DWM - Operating;;6000077012;;;202600003756150001
1711 (Delek Logistics Partners);65003200 (Repairs & Maint - Other);Repairs & Maint - Ot;4010100087;5100079776;RE (Invoice - Gross);Invoice - Gross;22/01/2026;45,74   USD;;;40101034 (DKL - DWM Permian);DKL - DWM Permian;;;;SERVICE AT VARIOUS SITES;02/01/2026;22/01/2026;SAP_WFRT;171784 (Foundation Energy Services, LLC);Foundation Energy Services, LLC;001;;;22/01/2026 14:35;;YB20 (OPEX IN COS);OPEX IN COS;4010100087 (DWM - Operating);DWM - Operating;;6000078364;;;202600003807460001
1711 (Delek Logistics Partners);65301300 (Contract Services - Outside Services);CS - Outside Service;WR0135423;5100079413;RE (Invoice - Gross);Invoice - Gross;18/01/2026;45,82   USD;;;40101034 (DKL - DWM Permian);DKL - DWM Permian;;;;WATER TREATMENT/MORITA/LOMAX;11/07/2025;18/01/2026;SAP_WFRT;171429 (SES HOLDINGS LLC Select Water Solutions LLC);SES HOLDINGS LLC Select Water Solutions LLC;001;;;18/01/2026 12:00;;YB20 (OPEX IN COS);OPEX IN COS;4010100087 (DWM - Operating);DWM - Operating;;6000078375;;;202600003790370001
1711 (Delek Logistics Partners);65000600 (Materials - Internal);Materials - Internal;4010100087;5000049526;WE (Goods Receipt);Goods Receipt;05/02/2026;45,88   USD;;;40101034 (DKL - DWM Permian);DKL - DWM Permian;;;;;05/02/2026;05/02/2026;BRODRIGUEZ;21120000 (GR/IR);GR/IR;002;INDUSTRIAL HOSE AND OILFIELD SUPPLY;141573 (INDUSTRIAL HOSE AND OILFIELD SUPPLY);05/02/2026 10:23;;YB20 (OPEX IN COS);OPEX IN COS;4010100087 (DWM - Operating);DWM - Operating;;6000079665;;;
1711 (Delek Logistics Partners);65003200 (Repairs & Maint - Other);Repairs & Maint - Ot;4010100087;5100079777;RE (Invoice - Gross);Invoice - Gross;22/01/2026;46,09   USD;;;40101034 (DKL - DWM Permian);DKL - DWM Permian;;;;SERVICE AT VARIOUS SITES;02/01/2026;22/01/2026;SAP_WFRT;171784 (Foundation Energy Services, LLC);Foundation Energy Services, LLC;001;;;22/01/2026 14:35;;YB20 (OPEX IN COS);OPEX IN COS;4010100087 (DWM - Operating);DWM - Operating;;6000078364;;;202600003807460001
1711 (Delek Logistics Partners);65003200 (Repairs & Maint - Other);Repairs & Maint - Ot;4010100087;5100080570;RE (Invoice - Gross);Invoice - Gross;30/01/2026;46,15   USD;;;40101034 (DKL - DWM Permian);DKL - DWM Permian;;;;BLANKET-J J ROUSTABOUT-REMAINDER OF YEAR;28/01/2026;30/01/2026;SAP_WFRT;172258 (J&J ROUSTABOUT & BACKHOE SERVICE LL);J&J ROUSTABOUT & BACKHOE SERVICE LL;001;;;30/01/2026 15:45;;YB20 (OPEX IN COS);OPEX IN COS;4010100087 (DWM - Operating);DWM - Operating;;6000067222;;;202600003832200001
1711 (Delek Logistics Partners);65003200 (Repairs & Maint - Other);Repairs & Maint - Ot;4010100087;5100080571;RE (Invoice - Gross);Invoice - Gross;30/01/2026;46,15   USD;;;40101034 (DKL - DWM Permian);DKL - DWM Permian;;;;BLANKET-J J ROUSTABOUT-REMAINDER OF YEAR;28/01/2026;30/01/2026;SAP_WFRT;172258 (J&J ROUSTABOUT & BACKHOE SERVICE LL);J&J ROUSTABOUT & BACKHOE SERVICE LL;001;;;30/01/2026 15:45;;YB20 (OPEX IN COS);OPEX IN COS;4010100087 (DWM - Operating);DWM - Operating;;6000067222;;;202600003832200001
1711 (Delek Logistics Partners);65003200 (Repairs & Maint - Other);Repairs & Maint - Ot;4010100087;5100080573;RE (Invoice - Gross);Invoice - Gross;30/01/2026;46,15   USD;;;40101034 (DKL - DWM Permian);DKL - DWM Permian;;;;BLANKET-J J ROUSTABOUT-REMAINDER OF YEAR;28/01/2026;30/01/2026;SAP_WFRT;172258 (J&J ROUSTABOUT & BACKHOE SERVICE LL);J&J ROUSTABOUT & BACKHOE SERVICE LL;001;;;30/01/2026 15:45;;YB20 (OPEX IN COS);OPEX IN COS;4010100087 (DWM - Operating);DWM - Operating;;6000067222;;;202600003832200001
1711 (Delek Logistics Partners);65003200 (Repairs & Maint - Other);Repairs & Maint - Ot;4010100087;5100080586;RE (Invoice - Gross);Invoice - Gross;30/01/2026;46,15   USD;;;40101034 (DKL - DWM Permian);DKL - DWM Permian;;;;BLANKET-J J ROUSTABOUT-REMAINDER OF YEAR;28/01/2026;30/01/2026;DELEK_BATCH;172258 (J&J ROUSTABOUT & BACKHOE SERVICE LL);J&J ROUSTABOUT & BACKHOE SERVICE LL;001;;;30/01/2026 16:00;;YB20 (OPEX IN COS);OPEX IN COS;4010100087 (DWM - Operating);DWM - Operating;;6000067222;;;202600003832200001
1711 (Delek Logistics Partners);65003200 (Repairs & Maint - Other);Repairs & Maint - Ot;4010100087;5100080591;RE (Invoice - Gross);Invoice - Gross;30/01/2026;46,15   USD;;;40101034 (DKL - DWM Permian);DKL - DWM Permian;;;;BLANKET-J J ROUSTABOUT-REMAINDER OF YEAR;28/01/2026;30/01/2026;DELEK_BATCH;172258 (J&J ROUSTABOUT & BACKHOE SERVICE LL);J&J ROUSTABOUT & BACKHOE SERVICE LL;001;;;30/01/2026 16:00;;YB20 (OPEX IN COS);OPEX IN COS;4010100087 (DWM - Operating);DWM - Operating;;6000067222;;;202600003832200001
1711 (Delek Logistics Partners);61408000 (Protective Clothing & Safety);Protective Clothing;4010100087;5100082325;RE (Invoice - Gross);Invoice - Gross;20/02/2026;46,15   USD;;;40101034 (DKL - DWM Permian);DKL - DWM Permian;;;;P2 FR ALLOWANCE JAN-JUNE 2026;18/02/2026;20/02/2026;SAP_WFRT;147699 (TYNDALE ENTERPRISES INC);TYNDALE ENTERPRISES INC;002;;;20/02/2026 07:50;;YB20 (OPEX IN COS);OPEX IN COS;4010100087 (DWM - Operating);DWM - Operating;;6000080089;;;202600003897320001
1711 (Delek Logistics Partners);65301300 (Contract Services - Outside Services);CS - Outside Service;26-0005;5100080099;RE (Invoice - Gross);Invoice - Gross;27/01/2026;46,16   USD;;;40101034 (DKL - DWM Permian);DKL - DWM Permian;;;;26-0005;16/01/2026;27/01/2026;SAP_WFRT;172231 (SitePro, Inc.);SitePro, Inc.;001;;;27/01/2026 08:30;;YB20 (OPEX IN COS);OPEX IN COS;4010100087 (DWM - Operating);DWM - Operating;;6000067401;;;202600003813240001
1710 (Delek US Holdings, Inc.);67000500 (Other Expenses);Other Expenses;97841   1;1730176501;KR (Vendor Invoice);Vendor Invoice;23/02/2026;46,46   USD;;;20022001 (EDR -Refinery (Lion));EDR -Refinery (Lion);;;;10111954/97841/Miscellaneous;23/02/2026;23/02/2026;FIBATCH;21102400 (AP Manual Adjustment);AP Manual Adjustment;002;;;23/02/2026 10:55;;YB20 (OPEX IN COS);OPEX IN COS;2002000086 (MAINT -RELIABILITY);MAINT -RELIABILITY;;;;;
1711 (Delek Logistics Partners);65003200 (Repairs & Maint - Other);Repairs & Maint - Ot;4010100087;5100079985;RE (Invoice - Gross);Invoice - Gross;26/01/2026;46,46   USD;;;40101034 (DKL - DWM Permian);DKL - DWM Permian;;;;BLANKET-J J ROUSTABOUT-REMAINDER OF YEAR;06/01/2026;26/01/2026;SAP_WFRT;172258 (J&J ROUSTABOUT & BACKHOE SERVICE LL);J&J ROUSTABOUT & BACKHOE SERVICE LL;001;;;26/01/2026 07:50;;YB20 (OPEX IN COS);OPEX IN COS;4010100087 (DWM - Operating);DWM - Operating;;6000067222;;;202600003810860001
1711 (Delek Logistics Partners);65003200 (Repairs & Maint - Other);Repairs & Maint - Ot;4010100087;5100080030;RE (Invoice - Gross);Invoice - Gross;26/01/2026;46,46   USD;;;40101034 (DKL - DWM Permian);DKL - DWM Permian;;;;BLANKET-J J ROUSTABOUT-REMAINDER OF YEAR;06/01/2026;26/01/2026;DELEK_BATCH;172258 (J&J ROUSTABOUT & BACKHOE SERVICE LL);J&J ROUSTABOUT & BACKHOE SERVICE LL;001;;;26/01/2026 08:01;;YB20 (OPEX IN COS);OPEX IN COS;4010100087 (DWM - Operating);DWM - Operating;;6000067222;;;202600003810860001
