Company Code;G/L Account;G/L Account Name;Assignment Reference;Journal Entry;Journal Entry Type;JE Type Name;Posting Date;Amount in Company Code Currency;Clearing Journal Entry;Clearing Date;Profit Center;Profit Center Name;Partner Profit Center;Customer;Name of Customer;Journal Entry Item Text;Journal Entry Date;Jrnl Entry Creation Date in Server Time;Journal Entry Created By;Offsetting Account;Offsetting Acct Name;Fiscal Period;Name of Supplier;Supplier;Creation Time;Trading Partner;Functional Area;Functional Area Name;Cost Center;Cost Center Name;WBS Element;Purchasing Document;Order ID;Work Item ID;Reference Key 3
1710 (Delek US Holdings, Inc.);61005500 (Fully Deductible - Lodging);Fully Deductible - L;1002000011;1730177060;KR (Vendor Invoice);Vendor Invoice;10/03/2026;6,04   USD;;;10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;;;;10127346/98410/Hotel Tax;10/03/2026;10/03/2026;FIBATCH;21102400 (AP Manual Adjustment);AP Manual Adjustment;003;;;2026-03-10 10:55:10;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";1002000011 (ACCOUNTING);ACCOUNTING;;;;;
1710 (Delek US Holdings, Inc.);61005500 (Fully Deductible - Lodging);Fully Deductible - L;1002000011;1730177060;KR (Vendor Invoice);Vendor Invoice;10/03/2026;6,04   USD;;;10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;;;;10127346/98410/Hotel Tax;10/03/2026;10/03/2026;FIBATCH;21102400 (AP Manual Adjustment);AP Manual Adjustment;003;;;2026-03-10 10:55:10;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";1002000011 (ACCOUNTING);ACCOUNTING;;;;;
1710 (Delek US Holdings, Inc.);61005500 (Fully Deductible - Lodging);Fully Deductible - L;1002000011;1730177060;KR (Vendor Invoice);Vendor Invoice;10/03/2026;6,04   USD;;;10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;;;;10127346/98410/Hotel Tax;10/03/2026;10/03/2026;FIBATCH;21102400 (AP Manual Adjustment);AP Manual Adjustment;003;;;2026-03-10 10:55:10;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";1002000011 (ACCOUNTING);ACCOUNTING;;;;;
1710 (Delek US Holdings, Inc.);61005500 (Fully Deductible - Lodging);Fully Deductible - L;1002000011;1730177060;KR (Vendor Invoice);Vendor Invoice;10/03/2026;6,04   USD;;;10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;;;;10127346/98410/Hotel Tax;10/03/2026;10/03/2026;FIBATCH;21102400 (AP Manual Adjustment);AP Manual Adjustment;003;;;2026-03-10 10:55:10;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";1002000011 (ACCOUNTING);ACCOUNTING;;;;;
1710 (Delek US Holdings, Inc.);61005500 (Fully Deductible - Lodging);Fully Deductible - L;1002000011;1730177060;KR (Vendor Invoice);Vendor Invoice;10/03/2026;6,04   USD;;;10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;;;;10127346/98410/Hotel Tax;10/03/2026;10/03/2026;FIBATCH;21102400 (AP Manual Adjustment);AP Manual Adjustment;003;;;2026-03-10 10:55:10;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";1002000011 (ACCOUNTING);ACCOUNTING;;;;;
1710 (Delek US Holdings, Inc.);61005500 (Fully Deductible - Lodging);Fully Deductible - L;1002000011;1730177060;KR (Vendor Invoice);Vendor Invoice;10/03/2026;6,04   USD;;;10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;;;;10127346/98410/Hotel Tax;10/03/2026;10/03/2026;FIBATCH;21102400 (AP Manual Adjustment);AP Manual Adjustment;003;;;2026-03-10 10:55:10;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";1002000011 (ACCOUNTING);ACCOUNTING;;;;;
1710 (Delek US Holdings, Inc.);61005500 (Fully Deductible - Lodging);Fully Deductible - L;1002000011;1730177060;KR (Vendor Invoice);Vendor Invoice;10/03/2026;6,04   USD;;;10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;;;;10127346/98410/Hotel Tax;10/03/2026;10/03/2026;FIBATCH;21102400 (AP Manual Adjustment);AP Manual Adjustment;003;;;2026-03-10 10:55:10;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";1002000011 (ACCOUNTING);ACCOUNTING;;;;;
1710 (Delek US Holdings, Inc.);61005500 (Fully Deductible - Lodging);Fully Deductible - L;1002000011;1730177060;KR (Vendor Invoice);Vendor Invoice;10/03/2026;6,04   USD;;;10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;;;;10127346/98410/Hotel Tax;10/03/2026;10/03/2026;FIBATCH;21102400 (AP Manual Adjustment);AP Manual Adjustment;003;;;2026-03-10 10:55:10;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";1002000011 (ACCOUNTING);ACCOUNTING;;;;;
1710 (Delek US Holdings, Inc.);61005500 (Fully Deductible - Lodging);Fully Deductible - L;1002000011;1730177060;KR (Vendor Invoice);Vendor Invoice;10/03/2026;6,04   USD;;;10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;;;;10127346/98410/Hotel Tax;10/03/2026;10/03/2026;FIBATCH;21102400 (AP Manual Adjustment);AP Manual Adjustment;003;;;2026-03-10 10:55:10;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";1002000011 (ACCOUNTING);ACCOUNTING;;;;;
1710 (Delek US Holdings, Inc.);61005500 (Fully Deductible - Lodging);Fully Deductible - L;1002000011;1730177060;KR (Vendor Invoice);Vendor Invoice;10/03/2026;6,04   USD;;;10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;;;;10127346/98410/Hotel Tax;10/03/2026;10/03/2026;FIBATCH;21102400 (AP Manual Adjustment);AP Manual Adjustment;003;;;2026-03-10 10:55:10;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";1002000011 (ACCOUNTING);ACCOUNTING;;;;;
1710 (Delek US Holdings, Inc.);61005500 (Fully Deductible - Lodging);Fully Deductible - L;1002000011;1730177060;KR (Vendor Invoice);Vendor Invoice;10/03/2026;6,04   USD;;;10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;;;;10127346/98410/Hotel Tax;10/03/2026;10/03/2026;FIBATCH;21102400 (AP Manual Adjustment);AP Manual Adjustment;003;;;2026-03-10 10:55:10;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";1002000011 (ACCOUNTING);ACCOUNTING;;;;;
1710 (Delek US Holdings, Inc.);61005500 (Fully Deductible - Lodging);Fully Deductible - L;1002000011;1730177060;KR (Vendor Invoice);Vendor Invoice;10/03/2026;6,04   USD;;;10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;;;;10127346/98410/Hotel Tax;10/03/2026;10/03/2026;FIBATCH;21102400 (AP Manual Adjustment);AP Manual Adjustment;003;;;2026-03-10 10:55:10;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";1002000011 (ACCOUNTING);ACCOUNTING;;;;;
1710 (Delek US Holdings, Inc.);65301300 (Contract Services - Outside Services);CS - Outside Service;9037707;5100330484;RE (Invoice - Gross);Invoice - Gross;05/01/2026;6,17   USD;;;10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;;;;DIRECT PAPER RETURN REMITTANCE FEE;01/10/2025;05/01/2026;SAP_WFRT;171189 (ANYBILL FINANCIAL SERVICES);ANYBILL FINANCIAL SERVICES;001;;;2026-01-05 13:05:02;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";1002000011 (ACCOUNTING);ACCOUNTING;;;;;
1710 (Delek US Holdings, Inc.);61005500 (Fully Deductible - Lodging);Fully Deductible - L;1002000004;1730174946;KR (Vendor Invoice);Vendor Invoice;10/01/2026;6,22   USD;;;10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;;;;10125455/96919/Hotel Tax;10/01/2026;10/01/2026;FIBATCH;21102400 (AP Manual Adjustment);AP Manual Adjustment;001;;;2026-01-10 06:55:11;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";1002000004 (TRADING & SUPPLY);TRADING & SUPPLY;;;;;
1710 (Delek US Holdings, Inc.);61005500 (Fully Deductible - Lodging);Fully Deductible - L;1002000004;1730174946;KR (Vendor Invoice);Vendor Invoice;10/01/2026;6,22   USD;;;10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;;;;10125455/96919/Hotel Tax;10/01/2026;10/01/2026;FIBATCH;21102400 (AP Manual Adjustment);AP Manual Adjustment;001;;;2026-01-10 06:55:11;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";1002000004 (TRADING & SUPPLY);TRADING & SUPPLY;;;;;
1710 (Delek US Holdings, Inc.);65301300 (Contract Services - Outside Services);CS - Outside Service;9045015;5100340509;RE (Invoice - Gross);Invoice - Gross;12/02/2026;6,24   USD;;;10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;;;;DIRECT PAPER RETURN REMMITANCE FEE;01/02/2026;12/02/2026;SAP_WFRT;171189 (ANYBILL FINANCIAL SERVICES);ANYBILL FINANCIAL SERVICES;002;;;2026-02-12 16:40:02;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";1002000011 (ACCOUNTING);ACCOUNTING;;;;;
1710 (Delek US Holdings, Inc.);61005500 (Fully Deductible - Lodging);Fully Deductible - L;1002000011;1730175099;KR (Vendor Invoice);Vendor Invoice;16/01/2026;6,28   USD;;;10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;;;;10127623/97182/Hotel Tax;16/01/2026;16/01/2026;FIBATCH;21102400 (AP Manual Adjustment);AP Manual Adjustment;001;;;2026-01-16 10:55:14;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";1002000011 (ACCOUNTING);ACCOUNTING;;;;;
1710 (Delek US Holdings, Inc.);61005500 (Fully Deductible - Lodging);Fully Deductible - L;1002000011;1730175099;KR (Vendor Invoice);Vendor Invoice;16/01/2026;6,28   USD;;;10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;;;;10127623/97182/Hotel Tax;16/01/2026;16/01/2026;FIBATCH;21102400 (AP Manual Adjustment);AP Manual Adjustment;001;;;2026-01-16 10:55:14;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";1002000011 (ACCOUNTING);ACCOUNTING;;;;;
1710 (Delek US Holdings, Inc.);61005500 (Fully Deductible - Lodging);Fully Deductible - L;1002000011;1730176641;KR (Vendor Invoice);Vendor Invoice;25/02/2026;6,32   USD;;;10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;;;;10127552/97998/Hotel Tax;25/02/2026;25/02/2026;FIBATCH;21102400 (AP Manual Adjustment);AP Manual Adjustment;002;;;2026-02-25 20:55:07;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";1002000011 (ACCOUNTING);ACCOUNTING;;;;;
1710 (Delek US Holdings, Inc.);61005500 (Fully Deductible - Lodging);Fully Deductible - L;1002000011;1730176641;KR (Vendor Invoice);Vendor Invoice;25/02/2026;6,32   USD;;;10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;;;;10127552/97998/Hotel Tax;25/02/2026;25/02/2026;FIBATCH;21102400 (AP Manual Adjustment);AP Manual Adjustment;002;;;2026-02-25 20:55:07;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";1002000011 (ACCOUNTING);ACCOUNTING;;;;;
1710 (Delek US Holdings, Inc.);61005500 (Fully Deductible - Lodging);Fully Deductible - L;1002000011;1730175609;KR (Vendor Invoice);Vendor Invoice;30/01/2026;6,40   USD;;;10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;;;;10127552/97080/Hotel Tax;30/01/2026;30/01/2026;FIBATCH;21102400 (AP Manual Adjustment);AP Manual Adjustment;001;;;2026-01-30 12:55:10;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";1002000011 (ACCOUNTING);ACCOUNTING;;;;;
1710 (Delek US Holdings, Inc.);61005500 (Fully Deductible - Lodging);Fully Deductible - L;1002000011;1730175609;KR (Vendor Invoice);Vendor Invoice;30/01/2026;6,40   USD;;;10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;;;;10127552/97080/Hotel Tax;30/01/2026;30/01/2026;FIBATCH;21102400 (AP Manual Adjustment);AP Manual Adjustment;001;;;2026-01-30 12:55:10;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";1002000011 (ACCOUNTING);ACCOUNTING;;;;;
1710 (Delek US Holdings, Inc.);61005500 (Fully Deductible - Lodging);Fully Deductible - L;1002000011;1730175609;KR (Vendor Invoice);Vendor Invoice;30/01/2026;6,40   USD;;;10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;;;;10127552/97080/Hotel Tax;30/01/2026;30/01/2026;FIBATCH;21102400 (AP Manual Adjustment);AP Manual Adjustment;001;;;2026-01-30 12:55:10;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";1002000011 (ACCOUNTING);ACCOUNTING;;;;;
1710 (Delek US Holdings, Inc.);61005500 (Fully Deductible - Lodging);Fully Deductible - L;1002000011;1730175609;KR (Vendor Invoice);Vendor Invoice;30/01/2026;6,40   USD;;;10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;;;;10127552/97080/Hotel Tax;30/01/2026;30/01/2026;FIBATCH;21102400 (AP Manual Adjustment);AP Manual Adjustment;001;;;2026-01-30 12:55:10;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";1002000011 (ACCOUNTING);ACCOUNTING;;;;;
1710 (Delek US Holdings, Inc.);61005500 (Fully Deductible - Lodging);Fully Deductible - L;1002000011;1730175609;KR (Vendor Invoice);Vendor Invoice;30/01/2026;6,40   USD;;;10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;;;;10127552/97080/Hotel Tax;30/01/2026;30/01/2026;FIBATCH;21102400 (AP Manual Adjustment);AP Manual Adjustment;001;;;2026-01-30 12:55:10;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";1002000011 (ACCOUNTING);ACCOUNTING;;;;;
1710 (Delek US Holdings, Inc.);61005500 (Fully Deductible - Lodging);Fully Deductible - L;1002000011;1730175609;KR (Vendor Invoice);Vendor Invoice;30/01/2026;6,40   USD;;;10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;;;;10127552/97080/Hotel Tax;30/01/2026;30/01/2026;FIBATCH;21102400 (AP Manual Adjustment);AP Manual Adjustment;001;;;2026-01-30 12:55:10;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";1002000011 (ACCOUNTING);ACCOUNTING;;;;;
1710 (Delek US Holdings, Inc.);61005500 (Fully Deductible - Lodging);Fully Deductible - L;1002000011;1730175609;KR (Vendor Invoice);Vendor Invoice;30/01/2026;6,40   USD;;;10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;;;;10127552/97080/Hotel Tax;30/01/2026;30/01/2026;FIBATCH;21102400 (AP Manual Adjustment);AP Manual Adjustment;001;;;2026-01-30 12:55:10;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";1002000011 (ACCOUNTING);ACCOUNTING;;;;;
1710 (Delek US Holdings, Inc.);61005500 (Fully Deductible - Lodging);Fully Deductible - L;1002000011;1730175609;KR (Vendor Invoice);Vendor Invoice;30/01/2026;6,40   USD;;;10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;;;;10127552/97080/Hotel Tax;30/01/2026;30/01/2026;FIBATCH;21102400 (AP Manual Adjustment);AP Manual Adjustment;001;;;2026-01-30 12:55:10;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";1002000011 (ACCOUNTING);ACCOUNTING;;;;;
1710 (Delek US Holdings, Inc.);61005500 (Fully Deductible - Lodging);Fully Deductible - L;1002000011;1730176641;KR (Vendor Invoice);Vendor Invoice;25/02/2026;6,40   USD;;;10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;;;;10127552/97998/Hotel Tax;25/02/2026;25/02/2026;FIBATCH;21102400 (AP Manual Adjustment);AP Manual Adjustment;002;;;2026-02-25 20:55:07;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";1002000011 (ACCOUNTING);ACCOUNTING;;;;;
1710 (Delek US Holdings, Inc.);61005500 (Fully Deductible - Lodging);Fully Deductible - L;1002000011;1730176641;KR (Vendor Invoice);Vendor Invoice;25/02/2026;6,40   USD;;;10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;;;;10127552/97998/Hotel Tax;25/02/2026;25/02/2026;FIBATCH;21102400 (AP Manual Adjustment);AP Manual Adjustment;002;;;2026-02-25 20:55:07;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";1002000011 (ACCOUNTING);ACCOUNTING;;;;;
1710 (Delek US Holdings, Inc.);61005500 (Fully Deductible - Lodging);Fully Deductible - L;1002000011;1730176641;KR (Vendor Invoice);Vendor Invoice;25/02/2026;6,40   USD;;;10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;;;;10127552/97998/Hotel Tax;25/02/2026;25/02/2026;FIBATCH;21102400 (AP Manual Adjustment);AP Manual Adjustment;002;;;2026-02-25 20:55:07;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";1002000011 (ACCOUNTING);ACCOUNTING;;;;;
1710 (Delek US Holdings, Inc.);61005500 (Fully Deductible - Lodging);Fully Deductible - L;1002000011;1730176641;KR (Vendor Invoice);Vendor Invoice;25/02/2026;6,40   USD;;;10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;;;;10127552/97998/Hotel Tax;25/02/2026;25/02/2026;FIBATCH;21102400 (AP Manual Adjustment);AP Manual Adjustment;002;;;2026-02-25 20:55:07;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";1002000011 (ACCOUNTING);ACCOUNTING;;;;;
1710 (Delek US Holdings, Inc.);61005500 (Fully Deductible - Lodging);Fully Deductible - L;1002000011;1730176641;KR (Vendor Invoice);Vendor Invoice;25/02/2026;6,40   USD;;;10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;;;;10127552/97998/Hotel Tax;25/02/2026;25/02/2026;FIBATCH;21102400 (AP Manual Adjustment);AP Manual Adjustment;002;;;2026-02-25 20:55:07;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";1002000011 (ACCOUNTING);ACCOUNTING;;;;;
1710 (Delek US Holdings, Inc.);61005500 (Fully Deductible - Lodging);Fully Deductible - L;1002000011;1730176641;KR (Vendor Invoice);Vendor Invoice;25/02/2026;6,40   USD;;;10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;;;;10127552/97998/Hotel Tax;25/02/2026;25/02/2026;FIBATCH;21102400 (AP Manual Adjustment);AP Manual Adjustment;002;;;2026-02-25 20:55:07;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";1002000011 (ACCOUNTING);ACCOUNTING;;;;;
1710 (Delek US Holdings, Inc.);61004000 (Travel Expenses - Meals);Trav.Expense Meals;1002000011;1730177965;KR (Vendor Invoice);Vendor Invoice;30/03/2026;6,44   USD;;;10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;;;;10118573/98800/Individual Meals;30/03/2026;30/03/2026;FIBATCH;21102400 (AP Manual Adjustment);AP Manual Adjustment;003;;;2026-03-30 08:55:15;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";1002000011 (ACCOUNTING);ACCOUNTING;;;;;
1710 (Delek US Holdings, Inc.);61005500 (Fully Deductible - Lodging);Fully Deductible - L;1002000011;1730177065;KR (Vendor Invoice);Vendor Invoice;10/03/2026;6,46   USD;;;10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;;;;10127552/98160/Hotel Tax;10/03/2026;10/03/2026;FIBATCH;21102400 (AP Manual Adjustment);AP Manual Adjustment;003;;;2026-03-10 10:55:11;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";1002000011 (ACCOUNTING);ACCOUNTING;;;;;
1710 (Delek US Holdings, Inc.);61005500 (Fully Deductible - Lodging);Fully Deductible - L;1002000011;1730177065;KR (Vendor Invoice);Vendor Invoice;10/03/2026;6,46   USD;;;10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;;;;10127552/98160/Hotel Tax;10/03/2026;10/03/2026;FIBATCH;21102400 (AP Manual Adjustment);AP Manual Adjustment;003;;;2026-03-10 10:55:11;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";1002000011 (ACCOUNTING);ACCOUNTING;;;;;
1710 (Delek US Holdings, Inc.);61005500 (Fully Deductible - Lodging);Fully Deductible - L;1002000011;1730177390;KR (Vendor Invoice);Vendor Invoice;17/03/2026;6,46   USD;;;10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;;;;10127623/98132/Hotel Tax;17/03/2026;17/03/2026;FIBATCH;21102400 (AP Manual Adjustment);AP Manual Adjustment;003;;;2026-03-17 06:55:16;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";1002000011 (ACCOUNTING);ACCOUNTING;;;;;
1710 (Delek US Holdings, Inc.);61005500 (Fully Deductible - Lodging);Fully Deductible - L;1002000011;1730177390;KR (Vendor Invoice);Vendor Invoice;17/03/2026;6,46   USD;;;10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;;;;10127623/98132/Hotel Tax;17/03/2026;17/03/2026;FIBATCH;21102400 (AP Manual Adjustment);AP Manual Adjustment;003;;;2026-03-17 06:55:16;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";1002000011 (ACCOUNTING);ACCOUNTING;;;;;
1710 (Delek US Holdings, Inc.);61005500 (Fully Deductible - Lodging);Fully Deductible - L;1002000004;1730174946;KR (Vendor Invoice);Vendor Invoice;10/01/2026;6,49   USD;;;10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;;;;10125455/96919/Hotel Tax;10/01/2026;10/01/2026;FIBATCH;21102400 (AP Manual Adjustment);AP Manual Adjustment;001;;;2026-01-10 06:55:11;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";1002000004 (TRADING & SUPPLY);TRADING & SUPPLY;;;;;
1710 (Delek US Holdings, Inc.);61005500 (Fully Deductible - Lodging);Fully Deductible - L;1002000004;1730174946;KR (Vendor Invoice);Vendor Invoice;10/01/2026;6,49   USD;;;10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;;;;10125455/96919/Hotel Tax;10/01/2026;10/01/2026;FIBATCH;21102400 (AP Manual Adjustment);AP Manual Adjustment;001;;;2026-01-10 06:55:11;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";1002000004 (TRADING & SUPPLY);TRADING & SUPPLY;;;;;
1710 (Delek US Holdings, Inc.);61005500 (Fully Deductible - Lodging);Fully Deductible - L;1002000004;1730174946;KR (Vendor Invoice);Vendor Invoice;10/01/2026;6,49   USD;;;10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;;;;10125455/96919/Hotel Tax;10/01/2026;10/01/2026;FIBATCH;21102400 (AP Manual Adjustment);AP Manual Adjustment;001;;;2026-01-10 06:55:11;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";1002000004 (TRADING & SUPPLY);TRADING & SUPPLY;;;;;
1710 (Delek US Holdings, Inc.);61005500 (Fully Deductible - Lodging);Fully Deductible - L;1002000004;1730174946;KR (Vendor Invoice);Vendor Invoice;10/01/2026;6,49   USD;;;10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;;;;10125455/96919/Hotel Tax;10/01/2026;10/01/2026;FIBATCH;21102400 (AP Manual Adjustment);AP Manual Adjustment;001;;;2026-01-10 06:55:11;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";1002000004 (TRADING & SUPPLY);TRADING & SUPPLY;;;;;
1710 (Delek US Holdings, Inc.);61005500 (Fully Deductible - Lodging);Fully Deductible - L;1002000004;1730174946;KR (Vendor Invoice);Vendor Invoice;10/01/2026;6,49   USD;;;10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;;;;10125455/96919/Hotel Tax;10/01/2026;10/01/2026;FIBATCH;21102400 (AP Manual Adjustment);AP Manual Adjustment;001;;;2026-01-10 06:55:11;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";1002000004 (TRADING & SUPPLY);TRADING & SUPPLY;;;;;
1710 (Delek US Holdings, Inc.);61005500 (Fully Deductible - Lodging);Fully Deductible - L;1002000004;1730174946;KR (Vendor Invoice);Vendor Invoice;10/01/2026;6,49   USD;;;10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;;;;10125455/96919/Hotel Tax;10/01/2026;10/01/2026;FIBATCH;21102400 (AP Manual Adjustment);AP Manual Adjustment;001;;;2026-01-10 06:55:11;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";1002000004 (TRADING & SUPPLY);TRADING & SUPPLY;;;;;
1710 (Delek US Holdings, Inc.);61005500 (Fully Deductible - Lodging);Fully Deductible - L;1002000011;1730175099;KR (Vendor Invoice);Vendor Invoice;16/01/2026;6,78   USD;;;10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;;;;10127623/97182/Hotel Tax;16/01/2026;16/01/2026;FIBATCH;21102400 (AP Manual Adjustment);AP Manual Adjustment;001;;;2026-01-16 10:55:14;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";1002000011 (ACCOUNTING);ACCOUNTING;;;;;
1710 (Delek US Holdings, Inc.);61005500 (Fully Deductible - Lodging);Fully Deductible - L;1002000011;1730175099;KR (Vendor Invoice);Vendor Invoice;16/01/2026;6,78   USD;;;10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;;;;10127623/97182/Hotel Tax;16/01/2026;16/01/2026;FIBATCH;21102400 (AP Manual Adjustment);AP Manual Adjustment;001;;;2026-01-16 10:55:14;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";1002000011 (ACCOUNTING);ACCOUNTING;;;;;
1710 (Delek US Holdings, Inc.);61005500 (Fully Deductible - Lodging);Fully Deductible - L;1002000011;1730175609;KR (Vendor Invoice);Vendor Invoice;30/01/2026;6,96   USD;;;10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;;;;10127552/97080/Hotel Tax;30/01/2026;30/01/2026;FIBATCH;21102400 (AP Manual Adjustment);AP Manual Adjustment;001;;;2026-01-30 12:55:10;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";1002000011 (ACCOUNTING);ACCOUNTING;;;;;
1710 (Delek US Holdings, Inc.);61005500 (Fully Deductible - Lodging);Fully Deductible - L;1002000011;1730175609;KR (Vendor Invoice);Vendor Invoice;30/01/2026;6,96   USD;;;10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;;;;10127552/97080/Hotel Tax;30/01/2026;30/01/2026;FIBATCH;21102400 (AP Manual Adjustment);AP Manual Adjustment;001;;;2026-01-30 12:55:10;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";1002000011 (ACCOUNTING);ACCOUNTING;;;;;
